food,category,serving_size,fullness_factor,completeness_score,calories,total_carbs,dietary_fibre,starch,sugars,total_fat,saturated_fat,monosaturated_fat,polysaturated_fat,protien,water,source
"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled [URMIS # 2184]",beef products,100,2.5,33,286.0041,0,0,0,0,20.29962,7.8308125,8.939059,0.7099883,24.036623,54.16318,https://nutritiondata.self.com/facts/beef-products/3771/0
"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw [URMIS # 2184]",beef products,100,2.4,34,232.03362,0,0,0,0,16.810905,6.700931,7.46958,0.6200531,18.902319,62.286232,https://nutritiondata.self.com/facts/beef-products/3770/0
"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled [URMIS # 1369]",beef products,100,2.6,34,265.03806,0,0,0,0,17.539108,6.9108276,7.6003,0.65998816,25.01344,55.53748,https://nutritiondata.self.com/facts/beef-products/6133/0
"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, select, raw [URMIS # 1369]",beef products,100,2.6,38,191.97278,0,0,0,0,11.840632,4.8098927,5.099544,0.54992384,19.89291,66.27014,https://nutritiondata.self.com/facts/beef-products/6132/0
"Beef, short loin, t-bone steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",beef products,100,2.9,42,188.97467,0,0,0,0,8.689875,3.0871754,4.114512,0.34400514,25.988173,62.99049,https://nutritiondata.self.com/facts/beef-products/3615/0
"Beef, short loin, t-bone steak, separable lean only, trimmed to 0"" fat, USDA choice, cooked, broiled [URMIS # 2184]",beef products,100,2.8,41,197.98517,0,0,0,0,9.609149,3.2699525,4.644357,0.31994882,25.979824,62.506718,https://nutritiondata.self.com/facts/beef-products/3616/0
"Beef, short loin, t-bone steak, separable lean only, trimmed to 0"" fat, USDA select, cooked, broiled [URMIS # 1369]",beef products,100,3,42,176.98784,0,0,0,0,7.3600006,2.819721,3.3400416,0.380008,25.996523,63.723175,https://nutritiondata.self.com/facts/beef-products/3619/0
"Beef, short loin, top loin , separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",beef products,100,3,39,188.97467,0,0,0,0,7.0907545,2.7000108,2.8306153,0.25302273,29.296438,63.315083,https://nutritiondata.self.com/facts/beef-products/8067/0
"Beef, short loin, top loin , separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled [URMIS # 2213]",beef products,100,2.9,38,200.99704,0,0,0,0,8.450351,3.2168014,3.3734787,0.3020146,29.15561,61.98682,https://nutritiondata.self.com/facts/beef-products/7480/0
"Beef, short loin, top loin , separable lean only, trimmed to 1/8"" fat, choice, raw [URMIS # 2213]",beef products,100,3,41,154.99777,0,0,0,0,6.43095,2.3781393,2.5878744,0.2780034,22.78108,70.305305,https://nutritiondata.self.com/facts/beef-products/7477/0
"Beef, short loin, top loin, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled [Club Steak, Kansas City Strip, New York Strip]",beef products,100,3,38,193.024,0,0,0,0,7.67884,2.9809158,3.1442416,0.28499058,28.866701,63.335426,https://nutritiondata.self.com/facts/beef-products/3580/0
"Beef, short loin, top loin, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled [Club Steak, Kansas City Steak, New York Strip, URMIS # 2213]",beef products,100,2.9,37,204.97449,0,0,0,0,9.219051,3.5800967,3.776241,0.34201598,28.452406,62.10641,https://nutritiondata.self.com/facts/beef-products/3581/0
"Beef, short loin, top loin, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled [Club Steak, Kansas City Strip, New York Strip, URMIS # 1398]",beef products,100,3.1,39,180.02693,0,0,0,0,6.1402,2.3819637,2.5132911,0.227987,29.28703,64.56801,https://nutritiondata.self.com/facts/beef-products/3582/0
"Beef, short loin, top loin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled [Club Steak, Kansas City Strip, New York Strip]",beef products,100,2.6,34,264.01837,0,0,0,0,16.778534,6.6089935,6.993469,0.62105143,26.442928,56.472992,https://nutritiondata.self.com/facts/beef-products/3773/0
"Beef, short loin, top loin, separable lean and fat, trimmed to 1/8"" fat, all grades, raw [Club Steak, Kansas City Strip, New York Strip]",beef products,100,2.5,34,227.97006,0,0,0,0,15.488661,6.251674,6.6323915,0.5889391,20.608442,63.437237,https://nutritiondata.self.com/facts/beef-products/3772/0
"Beef, short loin, top loin, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled [Club Steak, Kansas City Strip, New York Strip, URMIS # 2213]",beef products,100,2.6,33,278.03235,0,0,0,0,18.452333,7.2636876,7.6887145,0.6831026,26.164085,54.987156,https://nutritiondata.self.com/facts/beef-products/3775/0
"Beef, short loin, top loin, separable lean and fat, trimmed to 1/8"" fat, choice, raw [Club Steak, Kansas City Strip, New York Strip, URMIS # 2213]",beef products,100,2.5,34,232.03362,0,0,0,0,15.948142,6.435084,6.8269687,0.60702455,20.628315,62.9096,https://nutritiondata.self.com/facts/beef-products/3774/0
"Beef, short loin, top loin, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled [Club Steak, Kansas City Strip, New York Strip]",beef products,100,2.5,31,310.01974,0,0,0,0,22.117641,8.910386,9.389428,0.7999781,25.921469,51.334057,https://nutritiondata.self.com/facts/beef-products/3779/0
"Beef, short loin, top loin, separable lean and fat, trimmed to 1/8"" fat, prime, raw [Club Steak, Kansas City Strip, New York Strip]",beef products,100,2.3,28,280.99536,0,0,0,0,22.167435,9.080893,9.780448,0.7999781,18.999727,58.42909,https://nutritiondata.self.com/facts/beef-products/3778/0
"Beef, short loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled [Club Steak, Kansas City Strip, New York Strip, URMIS # 1398]",beef products,100,2.7,34,249.98695,0,0,0,0,15.110224,5.951793,6.2980423,0.5599241,26.71616,57.961723,https://nutritiondata.self.com/facts/beef-products/3777/0
"Beef, short loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, raw [Club Steak, Kansas City Strip, New York Strip, URMIS # 1398]",beef products,100,2.5,34,223.97768,0,0,0,0,15.037585,6.06764,6.437152,0.57194346,20.58859,63.94875,https://nutritiondata.self.com/facts/beef-products/3776/0
"Beef, short loin, top loin, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled [Club Steak, Kansas City Strip, New York Strip]",beef products,100,3,39,182.00397,0,0,0,0,6.369263,2.4252188,2.5417194,0.23402342,29.24942,64.27828,https://nutritiondata.self.com/facts/beef-products/3583/0
"Beef, short loin, top loin, separable lean only, trimmed to 0"" fat, choice, cooked, broiled [Club Steak, Kansas City Strip, New York Strip, URMIS # 2213]",beef products,100,3,39,191.97278,0,0,0,0,7.6296577,2.9061944,3.0448115,0.28097674,28.913105,63.233776,https://nutritiondata.self.com/facts/beef-products/3584/0
"Beef, short loin, top loin, separable lean only, trimmed to 0"" fat, select, cooked, broiled [Club Steak, Kansas City Strip, New York Strip, URMIS # 1398]",beef products,100,3.1,40,171.99942,0,0,0,0,5.109384,1.9447482,2.0381777,0.18802682,29.589647,65.298065,https://nutritiondata.self.com/facts/beef-products/3585/0
"Beef, short loin, top loin, separable lean only, trimmed to 1/8"" fat, all grades, raw",beef products,100,3.1,43,137.98203,0,0,0,0,5.15059,1.9051541,2.0731928,0.22296733,22.927917,71.48958,https://nutritiondata.self.com/facts/beef-products/7461/0
"Beef, short loin, top loin, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled [URMIS # 1398]",beef products,100,3.1,39,176.98784,0,0,0,0,5.730372,2.1832895,2.2881732,0.20502128,29.43795,64.65103,https://nutritiondata.self.com/facts/beef-products/7448/0
"Beef, short loin, top loin, separable lean only, trimmed to 1/8"" fat, select, raw [URMIS # 1398]",beef products,100,3.1,43,133.0204,0,0,0,0,3.8795521,1.432089,1.5589253,0.16797966,23.06829,72.67045,https://nutritiondata.self.com/facts/beef-products/7445/0
"Beef, tenderloin, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled [Beef Medallions, Filet Mignon]",beef products,100,2.8,36,218.01474,0,0,0,0,11.121621,4.3148994,4.5512905,0.41306373,27.579477,61.07758,https://nutritiondata.self.com/facts/beef-products/3574/0
"Beef, tenderloin, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled [Beef Medallions, Filet Mignon, URMIS #2201]",beef products,100,2.8,36,230.99243,0,0,0,0,12.401265,4.8129845,5.076657,0.4599603,27.972076,59.394226,https://nutritiondata.self.com/facts/beef-products/3575/0
"Beef, tenderloin, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled [Beef Medallions, Filet Mignon, URMIS #1388]",beef products,100,2.9,37,204.97449,0,0,0,0,9.830852,3.8164954,4.0255876,0.36501205,27.183657,62.72798,https://nutritiondata.self.com/facts/beef-products/3576/0
"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled [Beef Medallions, Filet Mignon]",beef products,100,2.6,33,267.0035,0,0,0,0,17.121572,6.741961,7.1364636,0.6339725,26.459925,56.039272,https://nutritiondata.self.com/facts/beef-products/3781/0
"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted [Beef Medallions, Filet Mignon]",beef products,100,2.3,30,323.9681,0,0,0,0,24.599064,9.72093,10.269904,1.0000149,23.898033,48.372185,https://nutritiondata.self.com/facts/beef-products/3782/0
"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, all grades, raw [Beef Medallions, Filet Mignon]",beef products,100,2.4,32,247.03328,0,0,0,0,18.15831,7.3269706,7.7731614,0.69105977,19.607403,61.510757,https://nutritiondata.self.com/facts/beef-products/3780/0
"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled [Beef Medallions, Filet Mignon, URMIS #2203]",beef products,100,2.6,33,272.9878,0,0,0,0,17.777359,7.000213,7.4098253,0.6580799,26.425945,55.53748,https://nutritiondata.self.com/facts/beef-products/3784/0
"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted [Beef Medallions, Filet Mignon, URMIS #2201]",beef products,100,2.3,32,331.01636,0,0,0,0,25.39397,10.01897,10.500102,0.95999867,23.898033,47.985264,https://nutritiondata.self.com/facts/beef-products/3785/0
"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, choice, raw [Beef Medallions, Filet Mignon, URMIS #2201]",beef products,100,2.4,32,246.0038,0,0,0,0,17.880455,7.2148457,7.6542096,0.6800329,19.822739,61.68885,https://nutritiondata.self.com/facts/beef-products/3783/0
"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled [Beef Medallions, Filet Mignon, URMIS #2201]",beef products,100,2.4,33,308.03433,0,0,0,0,22.210203,8.850473,9.1688385,0.8600143,25.263783,51.847816,https://nutritiondata.self.com/facts/beef-products/3790/0
"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted [Beef Medallions, Filet Mignon, URMIS #2201]",beef products,100,2.3,30,343.03238,0,0,0,0,26.673283,10.629073,11.011409,1.0300399,24.036623,48.27904,https://nutritiondata.self.com/facts/beef-products/3791/0
"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, prime, raw [Beef Medallions, Filet Mignon, URMIS #2201]",beef products,100,2.3,31,274.04214,0,0,0,0,21.828236,8.959185,9.26061,0.8700293,18.152477,59.527935,https://nutritiondata.self.com/facts/beef-products/3789/0
"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled [Beef Medallions, Filet Mignon, URMIS #1388]",beef products,100,2.6,34,261.9907,0,0,0,0,16.53241,6.5120373,6.890874,0.61192715,26.476929,56.491135,https://nutritiondata.self.com/facts/beef-products/3787/0
"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted [Beef Medallions, Filet Mignon, URMIS #1386]",beef products,100,2.4,31,315.95154,0,0,0,0,23.699259,9.3803835,9.919683,0.95999867,23.898033,48.856304,https://nutritiondata.self.com/facts/beef-products/3788/0
"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, select, raw [Beef Medallions, Filet Mignon, URMIS #1386]",beef products,100,2.4,32,249.02515,0,0,0,0,18.458263,7.450406,7.9066525,0.7020393,19.369501,61.33318,https://nutritiondata.self.com/facts/beef-products/3786/0
"Beef, tenderloin, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled [Beef Medallions, Filet Mignon]",beef products,100,3,38,193.024,0,0,0,0,7.861061,2.9933944,3.1361692,0.28896838,28.5073,63.396492,https://nutritiondata.self.com/facts/beef-products/3577/0
"Beef, tenderloin, separable lean only, trimmed to 0"" fat, choice, cooked, broiled [Beef Medallions, Filet Mignon, URMIS #2203]",beef products,100,2.9,38,206.03072,0,0,0,0,9.139429,3.4802816,3.6462717,0.33600885,28.950281,61.70867,https://nutritiondata.self.com/facts/beef-products/3578/0
"Beef, tenderloin, separable lean only, trimmed to 0"" fat, select, cooked, broiled [Beef Medallions, Filet Mignon, URMIS #1388]",beef products,100,3,39,178.98898,0,0,0,0,6.5793333,2.5060327,2.6264136,0.24200779,28.080114,65.10956,https://nutritiondata.self.com/facts/beef-products/3579/0
"Beef, tenderloin, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",beef products,100,2.9,38,200.03085,0,0,0,0,8.390835,3.1951673,3.349715,0.29997736,29.043432,62.929813,https://nutritiondata.self.com/facts/beef-products/8064/0
"Beef, tenderloin, separable lean only, trimmed to 1/8"" fat, all grades, raw",beef products,100,2.9,41,153.01889,0,0,0,0,6.5204115,2.4120054,2.6238828,0.28197488,22.117641,70.62221,https://nutritiondata.self.com/facts/beef-products/7458/0
"Beef, tenderloin, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled [URMIS #2203]",beef products,100,2.9,38,206.03072,0,0,0,0,9.101337,3.4646606,3.6334064,0.32504067,29.006136,61.68885,https://nutritiondata.self.com/facts/beef-products/7478/0
"Beef, tenderloin, separable lean only, trimmed to 1/8"" fat, choice, raw [URMIS #2201]",beef products,100,2.9,40,158.0142,0,0,0,0,7.0702815,2.6121044,2.8415518,0.30603185,22.167435,70.16993,https://nutritiondata.self.com/facts/beef-products/7475/0
"Beef, tenderloin, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled [URMIS #1388]",beef products,100,3,38,194.01866,0,0,0,0,7.760685,2.953266,3.0961165,0.27701923,29.071436,62.66756,https://nutritiondata.self.com/facts/beef-products/7447/0
"Beef, tenderloin, separable lean only, trimmed to 1/8"" fat, select, raw [URMIS #1386]",beef products,100,3,41,147.99121,0,0,0,0,5.9307957,2.1910217,2.3842611,0.2559774,22.060873,71.100235,https://nutritiondata.self.com/facts/beef-products/7444/0
"Beef, top sirloin, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled [Sirloin steak, Sirloin strip]",beef products,100,2.9,37,212.00613,0,0,0,0,9.67109,3.7544632,3.9588857,0.35894892,29.334108,60.336533,https://nutritiondata.self.com/facts/beef-products/3586/0
"Beef, top sirloin, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled [Sirloin Steak, Sirloin strip, URMIS #2237]",beef products,100,2.9,37,218.99742,0,0,0,0,10.54066,4.0894694,4.3135133,0.39105818,29.015455,59.681114,https://nutritiondata.self.com/facts/beef-products/3587/0
"Beef, top sirloin, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled [Sirloin steak, Sirloin strip, URMIS #1422]",beef products,100,2.9,38,206.03072,0,0,0,0,8.79944,3.4171183,3.604336,0.32703674,29.646736,60.979553,https://nutritiondata.self.com/facts/beef-products/3588/0
"Beef, top sirloin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled [Sirloin steak, Sirloin strip]",beef products,100,2.7,35,243.0191,0,0,0,0,14.229209,5.602933,5.9307957,0.52705145,26.957554,58.354057,https://nutritiondata.self.com/facts/beef-products/3793/0
"Beef, top sirloin, separable lean and fat, trimmed to 1/8"" fat, all grades, raw [Sirloin steak, Sirloin strip]",beef products,100,2.6,36,200.99704,0,0,0,0,12.711861,5.1274743,5.43974,0.4830264,20.29962,66.10005,https://nutritiondata.self.com/facts/beef-products/3792/0
"Beef, top sirloin, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled [Sirloin steak, Sirloin strip, URMIS #2237]",beef products,100,2.6,34,256.9894,0,0,0,0,15.749576,6.201661,6.5645533,0.58309346,26.802122,56.818733,https://nutritiondata.self.com/facts/beef-products/3795/0
"Beef, top sirloin, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, pan-fried [Sirloin steak, Sirloin strip, URMIS #2237]",beef products,100,2.5,34,313.02185,0,0,0,0,21.05682,8.180551,8.859008,1.7101287,28.774117,49.56769,https://nutritiondata.self.com/facts/beef-products/3796/0
"Beef, top sirloin, separable lean and fat, trimmed to 1/8"" fat, choice, raw [Sirloin steak, Sirloin strip, URMIS #2237]",beef products,100,2.5,35,213.99037,0,0,0,0,14.279581,5.763608,6.114608,0.54306483,19.91849,64.87989,https://nutritiondata.self.com/facts/beef-products/3794/0
"Beef, top sirloin, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled [Sirloin steak, Sirloin strip, URMIS #1422]",beef products,100,2.7,36,230.0298,0,0,0,0,12.711861,5.0037847,5.296594,0.4710492,27.122597,59.91162,https://nutritiondata.self.com/facts/beef-products/3798/0
"Beef, top sirloin, separable lean and fat, trimmed to 1/8"" fat, select, raw [Sirloin steak, Sirloin strip, URMIS #1422]",beef products,100,2.7,37,188.97467,0,0,0,0,11.12877,4.4902844,4.7652836,0.42302448,20.681396,67.32153,https://nutritiondata.self.com/facts/beef-products/3797/0
